Command line: train.py --algorithm qrd3qn --world 5 --stage 1 --episodes 20000 --seed 5413 --gamma 0.93 --lr 0.00025 --model_path checkpoints/qrd3qn_w51_final_93_25.pt
================================================================================
Training started at 20260114-162858
Algorithm: QRD3QN
Environment: SuperMarioBros-5-1-v0
Random Seed: 5413
Resuming from checkpoint: checkpoints/qrd3qn_w51_final_93_25.pt
Total episodes: 20000
Batch size: 64, Learning rate: 0.00025
Memory size: 200000, Target update freq: 500
Quantiles: 51, Kappa: 1.0
Config: Gamma 0.93->0.93, Epsilon 1.0->0.015
================================================================================
Ep    1 |OrigR: 123.0 ShpR: 368.3 |X:  184.0( 184.0) AvgX100: 184.0 |AvgR: 368.3( 368.3)  0 |Ls: 0.0000 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 19209 |OrigR:1110.0 ShpR:2435.0 |X: 1187.0(3177.0) AvgX100:1375.5 |AvgR:2829.6(3120.3)6622 |Ls: 0.1134 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 292
Ep 19210 |OrigR:1532.0 ShpR:3315.2 |X: 1624.0(3177.0) AvgX100:1384.5 |AvgR:2848.0(3120.3)6623 |Ls: 0.1199 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 292
Ep 19211 |OrigR:3065.0 ShpR:6678.0 |X: 3177.0(3177.0) AvgX100:1393.5 |AvgR:2868.2(3120.3)6624 |Ls: 0.1072 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: Y (7/100) 293
Ep 19212 |OrigR: 928.0 ShpR:2052.8 |X: 1002.0(3177.0) AvgX100:1371.8 |AvgR:2821.5(3120.3)6625 |Ls: 0.1186 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 293
Ep 19213 |OrigR: 972.0 ShpR:2147.2 |X: 1049.0(3177.0) AvgX100:1370.5 |AvgR:2818.7(3120.3)6626 |Ls: 0.1125 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 293
Ep 19214 |OrigR: 145.0 ShpR: 415.5 |X:  205.0(3177.0) AvgX100:1364.3 |AvgR:2806.2(3120.3)6627 |Ls: 0.1058 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 293
Ep 19215 |OrigR:1115.0 ShpR:2447.0 |X: 1193.0(3177.0) AvgX100:1368.1 |AvgR:2814.0(3120.3)6628 |Ls: 0.1217 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 293
Ep 19216 |OrigR:1110.0 ShpR:2437.0 |X: 1188.0(3177.0) AvgX100:1371.9 |AvgR:2821.7(3120.3)6629 |Ls: 0.1142 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 293
Ep 19217 |OrigR:1659.0 ShpR:3582.4 |X: 1748.0(3177.0) AvgX100:1381.2 |AvgR:2841.0(3120.3)6630 |Ls: 0.1080 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 293
Ep 19218 |OrigR: 730.0 ShpR:1631.0 |X:  807.0(3177.0) AvgX100:1357.5 |AvgR:2790.2(3120.3)6631 |Ls: 0.1110 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 293
Ep 19219 |OrigR:1818.0 ShpR:3916.8 |X: 1908.0(3177.0) AvgX100:1344.9 |AvgR:2762.4(3120.3)6632 |Ls: 0.1165 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (4/100) 293
Ep 19220 |OrigR: 719.0 ShpR:1602.4 |X:  809.0(3177.0) AvgX100:1333.0 |AvgR:2737.5(3120.3)6633 |Ls: 0.1194 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (4/100) 293
Ep 19221 |OrigR: 738.0 ShpR:1653.8 |X:  810.0(3177.0) AvgX100:1331.6 |AvgR:2734.6(3120.3)6634 |Ls: 0.1182 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (4/100) 293
Ep 19222 |OrigR: 737.0 ShpR:1652.2 |X:  807.0(3177.0) AvgX100:1331.6 |AvgR:2734.5(3120.3)6635 |Ls: 0.1252 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (4/100) 293
Ep 19223 |OrigR:3079.0 ShpR:6716.4 |X: 3177.0(3177.0) AvgX100:1355.2 |AvgR:2785.1(3120.3)6636 |Ls: 0.1218 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: Y (5/100) 294
Ep 19224 |OrigR: 737.0 ShpR:1652.2 |X:  807.0(3177.0) AvgX100:1351.5 |AvgR:2777.3(3120.3)6637 |Ls: 0.1373 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 294
Ep 19225 |OrigR:1106.0 ShpR:2424.6 |X: 1191.0(3177.0) AvgX100:1355.2 |AvgR:2784.9(3120.3)6638 |Ls: 0.1202 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 294
Ep 19226 |OrigR: 733.0 ShpR:1639.3 |X:  809.0(3177.0) AvgX100:1343.4 |AvgR:2760.4(3120.3)6639 |Ls: 0.1315 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 294
Ep 19227 |OrigR:1903.0 ShpR:4092.8 |X: 1993.0(3177.0) AvgX100:1331.5 |AvgR:2734.1(3120.3)6640 |Ls: 0.1223 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (4/100) 294
Ep 19228 |OrigR: 638.0 ShpR:1447.8 |X:  707.0(3177.0) AvgX100:1330.5 |AvgR:2731.9(3120.3)6641 |Ls: 0.1282 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (4/100) 294
Ep 19229 |OrigR: 742.0 ShpR:1660.2 |X:  815.0(3177.0) AvgX100:1331.5 |AvgR:2733.8(3120.3)6642 |Ls: 0.1091 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (4/100) 294
Ep 19230 |OrigR:1110.0 ShpR:2436.5 |X: 1188.0(3177.0) AvgX100:1331.5 |AvgR:2733.9(3120.3)6643 |Ls: 0.1194 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (4/100) 294
Ep 19231 |OrigR:1759.0 ShpR:3789.4 |X: 1848.0(3177.0) AvgX100:1341.9 |AvgR:2755.2(3120.3)6644 |Ls: 0.1140 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (4/100) 294
Ep 19232 |OrigR: 559.0 ShpR:1283.4 |X:  627.0(3177.0) AvgX100:1329.0 |AvgR:2728.8(3120.3)6645 |Ls: 0.1086 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (4/100) 294
Ep 19233 |OrigR:2382.0 ShpR:5094.2 |X: 2484.0(3177.0) AvgX100:1345.8 |AvgR:2763.2(3120.3)6646 |Ls: 0.1131 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (4/100) 294
Ep 19234 |OrigR: 738.0 ShpR:1654.3 |X:  808.0(3177.0) AvgX100:1345.7 |AvgR:2763.1(3120.3)6647 |Ls: 0.1172 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (4/100) 294
Ep 19235 |OrigR: 744.0 ShpR:1666.9 |X:  816.0(3177.0) AvgX100:1342.0 |AvgR:2755.4(3120.3)6648 |Ls: 0.1268 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (4/100) 294
Ep 19236 |OrigR:3054.0 ShpR:6649.9 |X: 3177.0(3177.0) AvgX100:1369.3 |AvgR:2812.7(3120.3)6649 |Ls: 0.1062 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: Y (5/100) 295
Ep 19237 |OrigR: 141.0 ShpR: 407.1 |X:  201.0(3177.0) AvgX100:1361.8 |AvgR:2797.3(3120.3)6650 |Ls: 0.1331 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 295
Ep 19238 |OrigR: 744.0 ShpR:1667.9 |X:  815.0(3177.0) AvgX100:1343.7 |AvgR:2760.1(3120.3)6651 |Ls: 0.1040 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 295
Ep 19239 |OrigR: 385.0 ShpR: 919.5 |X:  450.0(3177.0) AvgX100:1332.0 |AvgR:2736.1(3120.3)6652 |Ls: 0.1000 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 295
Ep 19240 |OrigR: 737.0 ShpR:1651.2 |X:  807.0(3177.0) AvgX100:1329.6 |AvgR:2731.1(3120.3)6653 |Ls: 0.1105 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 295
Ep 19241 |OrigR: 142.0 ShpR: 411.2 |X:  203.0(3177.0) AvgX100:1304.5 |AvgR:2679.7(3120.3)6654 |Ls: 0.1326 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 295
Ep 19242 |OrigR: 142.0 ShpR: 411.2 |X:  203.0(3177.0) AvgX100:1298.5 |AvgR:2667.2(3120.3)6655 |Ls: 0.1020 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 295
Ep 19243 |OrigR: 638.0 ShpR:1447.8 |X:  707.0(3177.0) AvgX100:1295.2 |AvgR:2660.5(3120.3)6656 |Ls: 0.1052 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 295
Ep 19244 |OrigR:2389.0 ShpR:5110.4 |X: 2489.0(3177.0) AvgX100:1317.4 |AvgR:2706.1(3120.3)6657 |Ls: 0.1073 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 295
Ep 19245 |OrigR: 741.0 ShpR:1662.6 |X:  812.0(3177.0) AvgX100:1317.4 |AvgR:2706.2(3120.3)6658 |Ls: 0.1123 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 295
Ep 19246 |OrigR:1114.0 ShpR:2442.9 |X: 1193.0(3177.0) AvgX100:1322.1 |AvgR:2715.8(3120.3)6659 |Ls: 0.1145 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 295
Ep 19247 |OrigR: 650.0 ShpR:1474.5 |X:  720.0(3177.0) AvgX100:1304.4 |AvgR:2679.8(3120.3)6660 |Ls: 0.1224 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 295
Ep 19248 |OrigR: 745.0 ShpR:1671.0 |X:  816.0(3177.0) AvgX100:1304.5 |AvgR:2679.8(3120.3)6661 |Ls: 0.0897 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 295
Ep 19249 |OrigR: 745.0 ShpR:1671.0 |X:  816.0(3177.0) AvgX100:1304.5 |AvgR:2680.0(3120.3)6662 |Ls: 0.1090 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 295
Ep 19250 |OrigR: 738.0 ShpR:1654.3 |X:  808.0(3177.0) AvgX100:1310.6 |AvgR:2692.5(3120.3)6663 |Ls: 0.1111 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 295
Ep 19251 |OrigR:2035.0 ShpR:4371.0 |X: 2130.0(3177.0) AvgX100:1323.8 |AvgR:2719.5(3120.3)6664 |Ls: 0.1118 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 295
Ep 19252 |OrigR:1814.0 ShpR:3905.9 |X: 1903.0(3177.0) AvgX100:1323.8 |AvgR:2719.6(3120.3)6665 |Ls: 0.1176 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (5/100) 295
Ep 19253 |OrigR:3039.0 ShpR:6610.4 |X: 3177.0(3177.0) AvgX100:1327.4 |AvgR:2727.9(3120.3)6666 |Ls: 0.1084 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: Y (6/100) 296
Ep 19254 |OrigR: 736.0 ShpR:1648.6 |X:  807.0(3177.0) AvgX100:1309.5 |AvgR:2691.3(3120.3)6667 |Ls: 0.1124 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19255 |OrigR: 922.0 ShpR:2035.2 |X: 1012.0(3177.0) AvgX100:1298.4 |AvgR:2667.9(3120.3)6668 |Ls: 0.0986 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19256 |OrigR:1528.0 ShpR:3307.8 |X: 1619.0(3177.0) AvgX100:1296.1 |AvgR:2663.2(3120.3)6669 |Ls: 0.1041 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19257 |OrigR: 935.0 ShpR:2069.0 |X: 1011.0(3177.0) AvgX100:1298.1 |AvgR:2667.4(3120.3)6670 |Ls: 0.1155 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19258 |OrigR: 737.0 ShpR:1652.2 |X:  807.0(3177.0) AvgX100:1292.6 |AvgR:2656.0(3120.3)6671 |Ls: 0.1145 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19259 |OrigR: 737.0 ShpR:1652.2 |X:  807.0(3177.0) AvgX100:1293.6 |AvgR:2658.2(3120.3)6672 |Ls: 0.1049 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19260 |OrigR:1902.0 ShpR:4092.2 |X: 1993.0(3177.0) AvgX100:1294.5 |AvgR:2660.1(3120.3)6673 |Ls: 0.1087 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19261 |OrigR:1762.0 ShpR:3796.2 |X: 1851.0(3177.0) AvgX100:1305.0 |AvgR:2681.5(3120.3)6674 |Ls: 0.1078 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19262 |OrigR: 386.0 ShpR: 919.1 |X:  450.0(3177.0) AvgX100:1280.8 |AvgR:2631.7(3120.3)6675 |Ls: 0.0983 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19263 |OrigR: 386.0 ShpR: 919.1 |X:  450.0(3177.0) AvgX100:1266.8 |AvgR:2603.0(3120.3)6676 |Ls: 0.1097 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19264 |OrigR: 641.0 ShpR:1456.1 |X:  711.0(3177.0) AvgX100:1257.7 |AvgR:2584.3(3120.3)6677 |Ls: 0.1125 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19265 |OrigR: 651.0 ShpR:1476.6 |X:  721.0(3177.0) AvgX100:1257.7 |AvgR:2584.4(3120.3)6678 |Ls: 0.1113 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19266 |OrigR:2384.0 ShpR:5096.4 |X: 2491.0(3177.0) AvgX100:1274.6 |AvgR:2618.9(3120.3)6679 |Ls: 0.1025 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19267 |OrigR: 651.0 ShpR:1476.6 |X:  721.0(3177.0) AvgX100:1269.9 |AvgR:2609.2(3120.3)6680 |Ls: 0.1072 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19268 |OrigR: 738.0 ShpR:1654.3 |X:  808.0(3177.0) AvgX100:1256.7 |AvgR:2582.0(3120.3)6681 |Ls: 0.1011 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19269 |OrigR:1111.0 ShpR:2439.1 |X: 1189.0(3177.0) AvgX100:1242.3 |AvgR:2552.5(3120.3)6682 |Ls: 0.1145 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19270 |OrigR:2698.0 ShpR:5756.3 |X: 2803.0(3177.0) AvgX100:1251.8 |AvgR:2572.1(3120.3)6683 |Ls: 0.1098 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19271 |OrigR: 878.0 ShpR:1951.8 |X:  952.0(3177.0) AvgX100:1255.1 |AvgR:2578.8(3120.3)6684 |Ls: 0.1243 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19272 |OrigR: 651.0 ShpR:1476.6 |X:  721.0(3177.0) AvgX100:1250.4 |AvgR:2569.2(3120.3)6685 |Ls: 0.1204 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19273 |OrigR:1110.0 ShpR:2435.0 |X: 1187.0(3177.0) AvgX100:1254.2 |AvgR:2577.1(3120.3)6686 |Ls: 0.1217 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19274 |OrigR:2390.0 ShpR:5112.5 |X: 2490.0(3177.0) AvgX100:1253.0 |AvgR:2574.6(3120.3)6687 |Ls: 0.1098 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (6/100) 296
Ep 19275 |OrigR:3054.0 ShpR:6665.9 |X: 3177.0(3177.0) AvgX100:1276.6 |AvgR:2624.7(3120.3)6688 |Ls: 0.1232 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: Y (7/100) 297
Ep 19276 |OrigR: 739.0 ShpR:1654.9 |X:  809.0(3177.0) AvgX100:1276.6 |AvgR:2624.7(3120.3)6689 |Ls: 0.1088 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 297
Ep 19277 |OrigR:2507.0 ShpR:5352.2 |X: 2608.0(3177.0) AvgX100:1290.8 |AvgR:2653.9(3120.3)6690 |Ls: 0.1105 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 297
Ep 19278 |OrigR:2746.0 ShpR:5851.1 |X: 2866.0(3177.0) AvgX100:1315.0 |AvgR:2703.2(3120.3)6691 |Ls: 0.1091 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 297
Ep 19279 |OrigR: 652.0 ShpR:1475.7 |X:  721.0(3177.0) AvgX100:1312.1 |AvgR:2697.3(3120.3)6692 |Ls: 0.1016 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 297
Ep 19280 |OrigR:2372.0 ShpR:5069.2 |X: 2470.0(3177.0) AvgX100:1329.6 |AvgR:2733.2(3120.3)6693 |Ls: 0.1178 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 297
Ep 19281 |OrigR:3073.0 ShpR:6700.8 |X: 3177.0(3177.0) AvgX100:1353.3 |AvgR:2783.7(3120.3)6694 |Ls: 0.1189 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: Y (8/100) 298
Ep 19282 |OrigR:1821.0 ShpR:3922.6 |X: 1912.0(3177.0) AvgX100:1364.3 |AvgR:2806.3(3120.3)6695 |Ls: 0.1148 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (8/100) 298
Ep 19283 |OrigR: 737.0 ShpR:1650.2 |X:  811.0(3177.0) AvgX100:1344.2 |AvgR:2765.4(3120.3)6696 |Ls: 0.1092 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (8/100) 298
Ep 19284 |OrigR:2508.0 ShpR:5358.8 |X: 2609.0(3177.0) AvgX100:1360.8 |AvgR:2799.5(3120.3)6697 |Ls: 0.1041 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (8/100) 298
Ep 19285 |OrigR: 738.0 ShpR:1654.3 |X:  808.0(3177.0) AvgX100:1337.1 |AvgR:2749.0(3120.3)6698 |Ls: 0.1136 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 298
Ep 19286 |OrigR:1114.0 ShpR:2444.9 |X: 1192.0(3177.0) AvgX100:1341.0 |AvgR:2757.0(3120.3)6699 |Ls: 0.1079 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 298
Ep 19287 |OrigR:2423.0 ShpR:5181.8 |X: 2523.0(3177.0) AvgX100:1358.1 |AvgR:2792.2(3120.3)6700 |Ls: 0.1177 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 298
Ep 19288 |OrigR: 739.0 ShpR:1655.4 |X:  809.0(3177.0) AvgX100:1358.1 |AvgR:2792.1(3120.3)6701 |Ls: 0.1083 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 298
Ep 19289 |OrigR: 640.0 ShpR:1450.0 |X:  710.0(3177.0) AvgX100:1357.1 |AvgR:2790.1(3120.3)6702 |Ls: 0.1040 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 298
Ep 19290 |OrigR:2494.0 ShpR:5323.9 |X: 2594.0(3177.0) AvgX100:1375.8 |AvgR:2828.7(3120.3)6703 |Ls: 0.1076 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 298
Ep 19291 |OrigR:1817.0 ShpR:3915.2 |X: 1907.0(3177.0) AvgX100:1384.4 |AvgR:2846.2(3120.3)6704 |Ls: 0.1099 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 298
Ep 19292 |OrigR: 652.0 ShpR:1478.7 |X:  722.0(3177.0) AvgX100:1370.1 |AvgR:2817.0(3120.3)6705 |Ls: 0.1311 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 298
Ep 19293 |OrigR: 743.0 ShpR:1666.8 |X:  814.0(3177.0) AvgX100:1375.6 |AvgR:2828.1(3120.3)6706 |Ls: 0.1106 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 298
Ep 19294 |OrigR: 738.0 ShpR:1652.8 |X:  809.0(3177.0) AvgX100:1375.6 |AvgR:2828.1(3120.3)6707 |Ls: 0.1012 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 298
Ep 19295 |OrigR:2520.0 ShpR:5385.0 |X: 2624.0(3177.0) AvgX100:1393.7 |AvgR:2865.4(3120.3)6708 |Ls: 0.1100 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 298
Ep 19296 |OrigR: 955.0 ShpR:2112.0 |X: 1030.0(3177.0) AvgX100:1385.0 |AvgR:2847.5(3120.3)6709 |Ls: 0.1130 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 298
Ep 19297 |OrigR:2779.0 ShpR:5926.9 |X: 2885.0(3177.0) AvgX100:1406.8 |AvgR:2892.3(3120.3)6710 |Ls: 0.1147 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 298
Ep 19298 |OrigR: 651.0 ShpR:1476.6 |X:  721.0(3177.0) AvgX100:1405.9 |AvgR:2890.6(3120.3)6711 |Ls: 0.1253 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 298
Ep 19299 |OrigR:2483.0 ShpR:5299.3 |X: 2596.0(3177.0) AvgX100:1423.8 |AvgR:2927.1(3120.3)6712 |Ls: 0.1051 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 298
Ep 19300 |OrigR:3074.0 ShpR:6702.9 |X: 3177.0(3177.0) AvgX100:1453.5 |AvgR:2990.0(3120.3)6713 |Ls: 0.1097 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: Y (8/100) 299
Ep 19301 |OrigR:3068.0 ShpR:6687.8 |X: 3177.0(3177.0) AvgX100:1477.2 |AvgR:3040.4(3120.3)6714 |Ls: 0.1088 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: Y (9/100) 300
Ep 19302 |OrigR: 723.0 ShpR:1613.3 |X:  810.0(3177.0) AvgX100:1456.6 |AvgR:2997.9(3120.3)6715 |Ls: 0.1106 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (9/100) 300
Ep 19303 |OrigR:2495.0 ShpR:5322.5 |X: 2608.0(3177.0) AvgX100:1450.9 |AvgR:2984.2(3120.3)6716 |Ls: 0.1040 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (8/100) 300
Ep 19304 |OrigR: 556.0 ShpR:1277.6 |X:  625.0(3177.0) AvgX100:1437.2 |AvgR:2956.1(3120.3)6717 |Ls: 0.0989 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (8/100) 300
Ep 19305 |OrigR:2753.0 ShpR:5863.3 |X: 2875.0(3177.0) AvgX100:1457.9 |AvgR:2998.1(3120.3)6718 |Ls: 0.1140 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (8/100) 300
Ep 19306 |OrigR: 651.0 ShpR:1473.1 |X:  721.0(3177.0) AvgX100:1438.9 |AvgR:2959.3(3120.3)6719 |Ls: 0.0955 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (8/100) 300
Ep 19307 |OrigR: 738.0 ShpR:1653.3 |X:  808.0(3177.0) AvgX100:1433.3 |AvgR:2947.7(3120.3)6720 |Ls: 0.1041 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (8/100) 300
Ep 19308 |OrigR: 134.0 ShpR: 394.4 |X:  196.0(3177.0) AvgX100:1407.1 |AvgR:2894.0(3120.3)6721 |Ls: 0.1265 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (8/100) 300
Ep 19309 |OrigR: 739.0 ShpR:1656.4 |X:  809.0(3177.0) AvgX100:1403.3 |AvgR:2886.2(3120.3)6722 |Ls: 0.1054 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (8/100) 300
Ep 19310 |OrigR: 652.0 ShpR:1478.7 |X:  722.0(3177.0) AvgX100:1394.3 |AvgR:2867.9(3120.3)6723 |Ls: 0.1141 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (8/100) 300
Ep 19311 |OrigR:2695.0 ShpR:5750.0 |X: 2803.0(3177.0) AvgX100:1390.6 |AvgR:2858.6(3120.3)6724 |Ls: 0.1101 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 300
Ep 19312 |OrigR:1755.0 ShpR:3778.0 |X: 1847.0(3177.0) AvgX100:1399.0 |AvgR:2875.8(3120.3)6725 |Ls: 0.1048 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (7/100) 300
